Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000172053,QARS,44,0.52916,32,0.03786,14,-1.1524,19,-0.7900,31,-0.0070,24,-0.5030,44,0.71099
ENSG00000172037,LAMB2,23,-0.7860,29,-0.4526,8,-2.2285,12,-1.7562,4,-3.2921,67,1.20130,60,0.93039
ENSG00000114316,USP4,31,-0.5063,48,0.19082,28,-0.6486,33,-0.3995,45,0.10108,43,0.01832,51,0.34558
ENSG00000067560,RHOA,166,-0.8549,478,0.80747,121,-1.3273,228,-0.3753,262,-0.1742,338,0.30267,316,0.16832
ENSG00000145022,TCTA,25,-0.2308,21,-0.4975,5,-2.5478,7,-2.1011,29,-0.0255,48,1.06882,30,0.04448
ENSG00000145029,NICN1,40,0.80191,23,-0.0903,11,-1.2263,0,-6.6940,34,0.57601,28,0.26435,22,-0.1528
ENSG00000173402,DAG1,49,-0.3861,70,0.16314,22,-1.6070,61,-0.0568,31,-1.1738,49,-0.4758,117,1.34468
ENSG00000164061,BSN,113,0.44963,17,-2.4370,94,0.15686,14,-2.6858,131,0.77995,103,0.38120,71,-0.3374
ENSG00000164062,APEH,36,-0.2387,26,-0.7284,14,-1.6219,39,-0.1316,51,0.30399,37,-0.2675,61,0.73142
ENSG00000176095,IP6K1,32,-0.4180,18,-1.2474,7,-2.6265,39,-0.1063,52,0.38775,43,0.05902,57,0.64014
ENSG00000164076,CAMKV,247,0.90145,16,-3.1925,26,-2.5148,8,-4.2040,322,1.61246,127,-0.1996,124,-0.2411
ENSG00000004534,RBM6,270,1.99824,119,0.55531,131,0.71563,14,-2.6645,52,-0.7992,70,-0.3491,54,-0.7945
ENSG00000003756,RBM5,92,0.79067,117,1.19786,23,-1.3528,8,-2.8918,66,0.26500,45,-0.4118,57,0.00740
ENSG00000114353,GNAI2,143,-0.7348,344,0.64444,110,-1.1331,187,-0.3215,150,-0.7171,301,0.54244,259,0.22878
ENSG00000012171,SEMA3B,22,-0.9774,206,2.90178,14,-1.6567,17,-1.3585,0,-5.7024,22,-1.1143,59,0.70329
ENSG00000114383,TUSC2,66,-0.5259,32,-1.6013,102,0.14520,62,-0.6403,114,0.35121,128,0.64496,82,-0.2481
ENSG00000088538,DOCK3,149,1.40957,72,0.20458,16,-2.0051,77,0.30141,118,1.16505,36,-1.0033,34,-1.0878
ENSG00000145050,MANF,16,-0.6853,4,-2.5572,2,-3.3478,6,-2.0191,34,0.48862,31,0.34907,40,0.89902
ENSG00000259956,RBM15B,21,-0.3951,26,-0.0971,12,-1.2942,14,-1.0211,30,0.14609,38,0.63051,28,0.05183
ENSG00000164081,TEX264,16,-1.0109,1,-5.0142,22,-0.6006,3,-3.2566,43,0.49490,22,-0.6659,64,1.55357
ENSG00000090097,PCBP4,45,0.04426,137,1.93797,40,-0.1344,9,-2.2812,29,-0.7022,21,-1.2730,58,0.56608
ENSG00000248487,ABHD14A,47,-0.3931,84,0.50271,22,-1.5315,11,-2.5040,121,1.30223,59,-0.0757,50,-0.3765
ENSG00000162244,RPL29,389,-1.2272,639,-0.4767,1096,0.36915,1153,0.45152,658,-0.4681,1167,0.60088,777,-0.2113
ENSG00000164086,DUSP7,44,0.78618,48,0.91772,2,-3.3859,3,-3.1276,32,0.32203,35,0.53993,18,-0.6767
ENSG00000023330,ALAS1,2,-3.6838,7,-2.0690,32,0.07551,28,-0.1229,56,1.14932,28,-0.1532,32,0.14556
ENSG00000247596,TWF2,38,0.42049,3,-3.3935,1,-4.2299,13,-1.1913,51,1.00750,34,0.30943,31,0.08151
ENSG00000164091,WDR82,216,0.88202,93,-0.4591,116,-0.1239,106,-0.2559,156,0.38486,102,-0.3919,119,-0.1011
ENSG00000163930,BAP1,108,-0.1612,38,-1.7358,111,-0.1169,60,-1.0517,100,-0.3081,156,0.52512,152,0.46845
ENSG00000010322,NISCH,128,0.35713,32,-1.7455,54,-0.9775,47,-1.1838,139,0.55053,118,0.28525,111,0.15932
ENSG00000168273,SMIM4,13,-1.3300,26,-0.3157,26,-0.3423,18,-0.8822,49,0.76527,38,0.32133,30,-0.1146
ENSG00000163939,PBRM1,127,1.27367,128,1.28774,90,0.69148,64,0.13604,34,-0.8831,32,-1.0676,43,-0.5610
ENSG00000163938,GNL3,52,0.17055,72,0.69300,52,0.16142,35,-0.4225,85,1.11030,23,-1.2264,37,-0.4424
ENSG00000016864,GLT8D1,31,0.24371,29,0.13106,16,-0.7731,7,-1.8593,41,0.75709,12,-1.2996,39,0.78887
ENSG00000114902,SPCS1,111,-0.5923,112,-0.5765,126,-0.4029,91,-0.8928,201,0.36882,154,-0.1099,218,0.58564
ENSG00000272573,MUSTN1,10,-2.8071,9,-2.9566,13,-2.4112,0,-8.1387,15,-2.3397,220,3.74475,27,-1.5322
ENSG00000163931,TKT,59,-0.9494,92,-0.2630,54,-1.0781,59,-0.9404,124,0.21614,86,-0.4460,181,1.07775
ENSG00000157388,CACNA1D,140,2.77298,19,-0.6649,78,1.58577,10,-1.6453,14,-1.2328,15,-1.1802,13,-1.3839
ENSG00000016391,CHDH,20,-1.0498,37,-0.1413,37,-0.1199,32,-0.3454,2,-4.0067,38,-0.1074,79,1.52279
ENSG00000113811,SELENOK,91,-1.3006,172,-0.3379,216,0.01720,316,0.62646,165,-0.4386,234,0.17344,246,0.28051
ENSG00000187672,ERC2,431,1.51088,116,-0.6266,650,2.30583,347,1.12531,90,-1.0910,80,-1.3600,43,-2.3278
ENSG00000180376,CCDC66,232,2.17989,138,1.21562,113,0.87255,62,-0.0916,26,-1.5042,37,-1.0078,27,-1.5130
ENSG00000163946,TASOR,58,0.20221,112,1.30040,16,-1.6987,146,1.78439,37,-0.5129,29,-1.0055,39,-0.4945
ENSG00000163947,ARHGEF3,29,0.04251,15,-0.8930,0,-7.9047,13,-1.1530,87,2.38765,15,-1.0652,20,-0.6097
ENSG00000157500,APPL1,137,0.61745,182,1.09757,139,0.64267,152,0.79599,93,0.00956,63,-0.7028,43,-1.3370
ENSG00000168374,ARF4,30,-1.3116,103,0.61380,29,-1.3482,61,-0.2254,89,0.42523,63,-0.2142,85,0.36953
ENSG00000163681,SLMAP,74,-0.3343,162,0.92123,87,-0.0752,222,1.47403,77,-0.2922,83,-0.1904,50,-1.0539
ENSG00000163686,ABHD6,19,-0.8491,104,1.93780,3,-3.3986,51,0.67004,53,0.83966,16,-1.2493,23,-0.6805
ENSG00000168297,PXK,61,-0.5839,556,3.57702,80,-0.1658,86,-0.0489,45,-1.1135,18,-2.5727,45,-1.1697
ENSG00000168291,PDHB,52,-0.5860,56,-0.4657,10,-2.9411,53,-0.5540,115,0.74094,60,-0.4313,111,0.77001
ENSG00000168301,KCTD6,47,0.80502,19,-0.5883,8,-1.9136,13,-1.1237,38,0.54292,20,-0.6439,39,0.63357
ENSG00000168309,FAM107A,540,-1.3056,1005,-0.3643,1671,0.43823,794,-0.7241,634,-1.1379,2168,1.16018,1150,-0.1868
ENSG00000144724,PTPRG,61,0.46242,8,-2.4714,54,0.26316,13,-1.8682,29,-0.7501,41,-0.1934,77,1.10691
ENSG00000114405,C3orf14,91,-0.0538,56,-0.8005,141,0.64315,97,0.04392,138,0.69304,99,0.09950,57,-0.8909
ENSG00000163618,CADPS,308,2.00944,8,-3.5888,104,0.13861,93,-0.0404,203,1.45302,29,-1.9951,46,-1.2707
ENSG00000163630,SYNPR,151,0.70929,4,-4.4969,94,-0.0431,23,-2.1786,193,1.30619,49,-1.2058,120,0.42151
ENSG00000163634,THOC7,107,-0.5928,86,-0.9227,164,0.06071,192,0.31540,188,0.31179,185,0.32366,136,-0.2756
ENSG00000163636,PSMD6,52,0.02373,61,0.26871,9,-2.5910,30,-0.8033,94,1.13823,35,-0.7034,57,0.19895
ENSG00000163637,PRICKLE2,100,1.05086,35,-0.6279,76,0.58872,58,0.17236,80,0.77542,38,-0.5879,28,-1.0799
ENSG00000151276,MAGI1,214,1.73121,32,-1.3296,102,0.45693,75,-0.0333,103,0.52632,48,-0.8213,48,-0.8247
ENSG00000144741,SLC25A26,44,0.00089,20,-1.2103,32,-0.5165,53,0.27221,60,0.53140,59,0.56979,29,-0.7554
ENSG00000144749,LRIG1,34,-2.0252,59,-1.2233,13,-3.3885,107,-0.3104,22,-2.7982,61,-1.3430,378,2.94530
ENSG00000172340,SUCLG2,25,-0.6543,42,0.10984,9,-2.1708,29,-0.4320,11,-1.9411,52,0.57505,61,0.95068
ENSG00000144747,TMF1,85,0.11217,151,1.04835,90,0.20466,96,0.29435,70,-0.2170,62,-0.4469,68,-0.2932
ENSG00000144744,UBA3,29,-0.3769,66,0.89569,8,-2.2089,14,-1.4336,61,0.86600,27,-0.6155,44,0.30882
ENSG00000144746,ARL6IP5,245,0.10949,340,0.63706,165,-0.5091,174,-0.4251,370,0.88024,151,-0.7544,210,-0.1639
ENSG00000114861,FOXP1,258,1.71320,121,0.41627,89,-0.0732,81,-0.2198,117,0.39348,78,-0.3462,35,-1.6763
ENSG00000163412,EIF4E3,95,0.72515,30,-1.0854,39,-0.6524,53,-0.1899,96,0.84228,61,0.01303,44,-0.5624
ENSG00000170837,GPR27,30,0.10349,0,-5.4111,4,-2.8044,33,0.24783,34,0.31244,35,0.39948,33,0.32293
ENSG00000163602,RYBP,101,0.98672,234,2.57892,33,-0.7657,20,-1.5458,49,-0.2033,26,-1.3308,33,-0.9242
ENSG00000163605,PPP4R2,112,0.98694,122,1.12812,29,-1.1149,114,1.02499,60,-0.0147,37,-0.8687,40,-0.7485
ENSG00000121440,PDZRN3,28,0.08650,2,-3.7009,18,-0.5803,0,-6.6004,42,0.85084,28,0.10423,33,0.48353
ENSG00000185008,ROBO2,166,1.49810,44,-0.6441,11,-2.7177,13,-2.4442,90,0.50406,26,-1.6392,106,0.95787
ENSG00000169855,ROBO1,53,0.15290,69,0.56762,33,-0.5750,68,0.54151,60,0.38510,31,-0.7967,48,-0.0230
ENSG00000175161,CADM2,481,0.56567,500,0.62802,338,-0.0017,279,-0.2960,533,0.83438,168,-1.2249,295,-0.2548
ENSG00000083937,CHMP2B,74,0.13150,89,0.41667,56,-0.3037,109,0.75662,64,-0.1134,55,-0.4121,66,-0.0533
ENSG00000163320,CGGBP1,72,0.03653,117,0.82248,50,-0.5250,26,-1.4700,77,0.16276,58,-0.3569,83,0.33196
ENSG00000269028,MTRNR2L12,12401,-0.4255,8714,-0.9633,49728,1.90668,18902,0.23467,4034,-2.2168,21121,0.52340,11479,-0.6416
ENSG00000080822,CLDND1,140,-0.9933,1872,3.92491,121,-1.2113,421,0.72420,70,-2.1201,70,-2.2508,106,-1.6078
ENSG00000184220,CMSS1,82,0.20579,79,0.14732,88,0.32289,64,-0.1708,110,0.77631,60,-0.3330,49,-0.6781
ENSG00000036054,TBC1D23,28,-0.1439,17,-0.8946,33,0.11055,59,1.02959,36,0.22858,27,-0.2469,28,-0.2217
ENSG00000154174,TOMM70,63,0.05862,47,-0.3915,37,-0.7437,133,1.29132,110,1.11092,40,-0.7565,36,-0.9317
ENSG00000114354,TFG,51,-0.3400,55,-0.2390,34,-0.9771,55,-0.2296,114,1.08428,53,-0.3533,61,-0.0727
ENSG00000138468,SENP7,94,1.28102,97,1.32066,46,0.09903,64,0.62854,25,-0.8730,20,-1.2963,35,-0.3783
ENSG00000174173,TRMT10C,22,-0.8857,79,1.09802,25,-0.7149,45,0.17453,85,1.44171,28,-0.6544,19,-1.3186
ENSG00000081154,PCNP,85,-1.0804,139,-0.3372,129,-0.4539,140,-0.3237,205,0.30494,248,0.75353,140,-0.3810
ENSG00000066422,ZBTB11,50,0.83661,37,0.38210,46,0.70932,36,0.33137,47,0.86858,16,-1.0703,14,-1.3187
ENSG00000114391,RPL24,561,-0.9424,826,-0.3511,1752,0.85339,1445,0.53435,870,-0.2956,1217,0.32143,814,-0.4447
ENSG00000182504,CEP97,53,0.66060,131,2.31119,40,0.23161,46,0.44154,37,0.09430,9,-2.2653,16,-1.3403
ENSG00000144815,NXPE3,58,0.76225,164,2.70547,40,0.14525,22,-0.7250,27,-0.4716,18,-1.2143,14,-1.6008
ENSG00000170017,ALCAM,205,0.13822,607,2.01647,51,-1.9601,258,0.50803,193,0.04391,46,-2.3490,203,0.15358
ENSG00000242759,LINC00882,99,1.52537,29,-0.4646,70,0.92262,37,-0.1055,28,-0.5768,46,0.32051,14,-1.6883
ENSG00000114439,BBX,119,-0.1206,454,2.19284,86,-0.6218,229,0.93610,59,-1.2738,72,-1.0282,107,-0.3404
ENSG00000196776,CD47,122,0.55374,112,0.42717,34,-1.4123,91,0.09516,154,1.08982,46,-1.1039,75,-0.2497
ENSG00000114446,IFT57,76,0.93891,25,-0.7978,69,0.78111,38,-0.1682,72,0.97767,22,-1.1787,31,-0.5927
ENSG00000198919,DZIP3,175,0.47987,226,0.90165,186,0.57375,241,1.00668,137,0.09083,66,-1.1805,85,-0.7557
ENSG00000177707,NECTIN3,34,0.49378,11,-1.1567,20,-0.3557,0,-5.8732,53,1.44722,26,0.05819,17,-0.7137
ENSG00000144827,ABHD10,40,0.31500,22,-0.5594,29,-0.1532,25,-0.4072,66,1.34485,23,-0.6314,24,-0.5387
ENSG00000144834,TAGLN3,273,-0.1205,41,-2.9408,201,-0.5934,89,-1.8081,781,1.98339,329,0.21824,127,-1.4614
ENSG00000091972,CD200,27,-0.8843,20,-1.3511,3,-3.9348,28,-0.8258,146,2.30361,32,-0.7402,39,-0.4079
ENSG00000144848,ATG3,48,-0.7521,154,1.11131,51,-0.6581,119,0.67745,52,-0.6615,71,-0.1735,82,0.09716
ENSG00000138459,SLC35A5,22,-0.5825,58,0.95630,2,-3.9602,34,0.08283,27,-0.2967,21,-0.7365,50,0.95456
ENSG00000091986,CCDC80,35,-0.3068,126,1.79880,26,-0.7738,143,2.04611,4,-3.5655,20,-1.3245,40,-0.1280
ENSG00000163608,NEPRO,28,0.06698,29,0.13234,30,0.19849,11,-1.2929,36,0.55322,12,-1.3798,38,0.70307
ENSG00000176542,USF3,55,0.58997,33,-0.2286,53,0.51835,58,0.68001,34,-0.1881,36,-0.0814,27,-0.6381
ENSG00000121579,NAA50,21,-1.7352,50,-0.4795,38,-0.8999,74,0.13234,107,0.82501,71,0.08895,69,0.01371
ENSG00000114573,ATP6V1A,157,-0.1195,64,-1.4733,106,-0.7266,78,-1.1867,352,1.40698,120,-0.6329,188,0.20168
ENSG00000163617,CCDC191,46,0.36736,62,0.85893,85,1.40672,43,0.28305,16,-1.3474,15,-1.4473,40,0.20725
ENSG00000181722,ZBTB20,192,-0.2360,606,1.68563,200,-0.1692,449,1.14741,32,-3.0311,124,-1.0428,265,0.33852
ENSG00000172020,GAP43,1186,-0.0859,317,-2.0780,1855,0.63043,866,-0.5728,1431,0.23338,2114,1.12959,536,-1.4766
ENSG00000185565,LSAMP,491,0.51781,237,-0.6266,319,-0.1702,280,-0.3729,311,-0.2267,243,-0.6920,529,0.82871
ENSG00000113845,TIMMDC1,53,-0.2818,63,-0.0056,38,-0.7551,55,-0.2035,56,-0.1951,59,-0.1374,86,0.63981
ENSG00000138495,COX17,106,-1.0940,131,-0.7733,252,0.23961,108,-1.0695,226,0.07472,300,0.67015,216,-0.0027
ENSG00000082701,GSK3B,71,0.28931,31,-0.9637,86,0.59142,53,-0.1739,74,0.38824,60,0.03643,47,-0.4312
ENSG00000163428,LRRC58,88,0.25304,138,0.99500,43,-0.8625,116,0.69921,45,-0.8361,47,-0.8287,94,0.45656
ENSG00000163430,FSTL1,32,-0.2043,22,-0.7573,6,-2.7253,37,0.00740,11,-1.8789,40,0.18660,67,1.30680
ENSG00000065518,NDUFB4,115,-1.6204,123,-1.5109,234,-0.5456,277,-0.2856,482,0.66805,392,0.31995,370,0.20338
ENSG00000144840,RABL3,14,-1.3032,34,0.04533,16,-1.0580,41,0.34283,35,0.08898,30,-0.1906,44,0.57651
ENSG00000145087,STXBP5L,166,1.89152,20,-1.4901,61,0.16675,74,0.48024,106,1.24843,26,-1.2667,14,-2.2031
ENSG00000173230,GOLGB1,910,1.40504,576,0.62308,656,0.83859,526,0.47469,309,-0.3985,255,-0.7745,213,-1.0784
ENSG00000163406,SLC15A2,10,-2.6210,5,-3.4370,19,-1.7152,54,-0.1289,15,-2.1622,20,-1.7816,174,3.11101
ENSG00000114023,FAM162A,91,-0.6422,27,-2.4494,129,-0.0975,100,-0.4875,179,0.47046,148,0.13783,167,0.39036
ENSG00000114030,KPNA1,134,1.07326,132,1.03835,105,0.66134,56,-0.3207,83,0.31822,29,-1.5031,51,-0.5665
ENSG00000173175,ADCY5,25,-0.9031,33,-0.4867,29,-0.6861,75,0.79237,39,-0.2642,39,-0.3052,64,0.67919
ENSG00000206527,HACD2,49,0.18744,90,1.19206,5,-3.1465,31,-0.5136,44,0.00182,35,-0.4000,51,0.33271
ENSG00000065534,MYLK,114,-0.0589,251,1.24313,64,-0.9245,337,1.77461,13,-3.4218,133,0.24267,75,-0.8231
ENSG00000175455,CCDC14,133,2.29647,57,0.76977,57,0.76168,42,0.25542,19,-1.0415,14,-1.5453,19,-1.0999
ENSG00000160145,KALRN,268,1.47231,30,-1.9534,36,-1.7033,63,-0.8638,205,1.15195,96,-0.2631,78,-0.6437
ENSG00000082781,ITGB5,25,-0.6877,7,-2.5378,18,-1.1583,34,-0.2408,11,-1.9252,53,0.60474,69,1.20292
ENSG00000173706,HEG1,22,-0.6813,70,1.16331,17,-1.0543,17,-1.0699,6,-2.6183,62,1.25899,30,-0.2541
ENSG00000163848,ZNF148,117,0.83917,64,-0.1294,92,0.44785,77,0.15119,74,0.11075,55,-0.4263,57,-0.3702
ENSG00000114520,SNX4,24,-0.8859,51,0.29527,37,-0.1979,30,-0.5277,56,0.49508,32,-0.5197,53,0.44048
ENSG00000114544,SLC41A3,48,-0.6422,50,-0.5582,45,-0.7105,21,-1.8260,127,1.04052,64,-0.2294,86,0.33720
ENSG00000144908,ALDH1L1,20,-1.5563,16,-1.8993,15,-1.9993,53,-0.1068,20,-1.6649,53,-0.1059,125,1.87638
ENSG00000159685,CHCHD6,32,-1.0022,17,-1.8812,49,-0.3265,28,-1.1943,100,0.90510,69,0.24852,66,0.15406
ENSG00000114631,PODXL2,102,-0.0562,71,-0.6119,49,-1.1716,79,-0.4556,147,0.58542,62,-0.9460,163,0.90415
ENSG00000114626,ABTB1,42,0.51463,17,-0.8935,14,-1.1385,11,-1.5149,42,0.56136,42,0.64076,24,-0.4326
ENSG00000074416,MGLL,214,-0.5891,104,-1.6703,248,-0.3612,73,-2.1948,135,-1.3679,394,0.45962,556,1.25724
ENSG00000058262,SEC61A1,20,-1.2066,11,-2.0391,7,-2.6931,11,-2.0316,26,-0.8805,47,0.12072,97,1.82121
ENSG00000163902,RPN1,62,-0.1547,111,0.76922,43,-0.7022,61,-0.1819,73,0.10208,42,-0.8585,91,0.57123
ENSG00000075785,RAB7A,142,-0.4634,249,0.42339,68,-1.5622,128,-0.6192,267,0.59904,162,-0.3057,228,0.35457
ENSG00000169714,CNBP,149,-0.7868,214,-0.2367,151,-0.7649,242,-0.0443,323,0.46905,237,-0.0884,289,0.30040
ENSG00000181789,COPG1,42,0.02686,25,-0.7738,22,-0.9366,21,-0.9914,85,1.37228,24,-0.9890,48,0.29853
ENSG00000183624,HMCES,9,-2.0939,15,-1.3499,34,-0.1618,1,-5.0360,46,0.34510,42,0.22638,58,0.90104
ENSG00000184897,H1FX,87,-0.6336,106,-0.3279,83,-0.7023,40,-1.7651,225,1.00815,119,-0.1798,148,0.25030
ENSG00000129071,MBD4,85,1.17307,86,1.18672,55,0.43640,33,-0.3484,47,0.20256,22,-1.0912,26,-0.8089
ENSG00000172765,TMCC1,56,0.54189,62,0.71491,33,-0.2841,2,-3.9365,54,0.55558,28,-0.6079,43,0.15927
ENSG00000017260,ATP2C1,109,0.35859,92,0.07812,27,-1.7568,47,-0.9389,142,0.90216,39,-1.3945,123,0.70437
ENSG00000198585,NUDT16,68,0.01351,83,0.32429,92,0.49828,102,0.66343,65,-0.0573,59,-0.2302,51,-0.4920
ENSG00000114686,MRPL3,33,-0.6110,51,0.08257,1,-5.6477,22,-1.1690,83,0.98819,39,-0.4312,65,0.58339
ENSG00000138246,DNAJC13,50,0.54313,53,0.62808,14,-1.4201,59,0.82475,38,0.13669,38,0.15227,19,-1.0612
ENSG00000081307,UBA5,58,0.44126,40,-0.1306,32,-0.4547,21,-1.1022,56,0.43523,35,-0.4163,52,0.34815
ENSG00000091527,CDV3,97,-0.2531,156,0.49194,106,-0.1168,176,0.68830,112,-0.0408,124,0.16510,80,-0.6439
ENSG00000163781,TOPBP1,51,0.86759,41,0.51953,32,0.14875,21,-0.5051,38,0.46414,16,-1.0415,28,-0.1172
ENSG00000091513,TF,81,-1.8064,2691,5.84910,31,-3.1969,256,-0.0651,2,-7.0957,12,-4.7607,33,-3.3553
ENSG00000144867,SRPRB,24,-0.2709,33,0.21848,4,-2.7301,27,-0.0612,54,1.17358,23,-0.3615,26,-0.2098
ENSG00000154917,RAB6B,327,0.35269,87,-1.6748,153,-0.8275,101,-1.4557,504,1.23706,228,-0.2573,261,-0.0073
ENSG00000129055,ANAPC13,42,-1.0192,49,-0.7984,74,-0.1630,73,-0.1669,108,0.49141,99,0.38269,77,-0.1178
ENSG00000182923,CEP63,113,0.71491,130,0.95199,170,1.42270,57,-0.3662,66,-0.1386,46,-0.7942,41,-0.9890
ENSG00000154928,EPHB1,32,-0.3723,10,-2.0223,24,-0.8001,72,0.92632,25,-0.7993,31,-0.4717,68,1.11157
ENSG00000114054,PCCB,26,-0.7652,63,0.62125,15,-1.5395,41,-0.0408,53,0.38357,33,-0.4804,54,0.46591
ENSG00000114098,ARMC8,84,1.26830,35,-0.1806,24,-0.7619,20,-1.0343,47,0.31350,33,-0.3025,37,-0.0709
ENSG00000158186,MRAS,91,-0.4499,52,-1.2997,63,-1.0111,109,-0.1666,129,0.10811,151,0.43317,144,0.33631
ENSG00000114107,CEP70,69,1.41747,24,-0.3126,35,0.27379,67,1.36242,26,-0.1904,18,-0.8409,16,-1.0113
ENSG00000051382,PIK3CB,79,0.95729,19,-1.2542,58,0.45814,12,-1.8561,71,0.89316,39,-0.1994,32,-0.5840
ENSG00000175110,MRPS22,19,-1.0878,17,-1.2059,5,-2.9738,57,0.59593,47,0.33234,40,0.05059,52,0.57001
ENSG00000184432,COPB2,50,-0.0219,64,0.36293,15,-1.7735,49,-0.0566,51,0.01370,20,-1.5836,89,1.22998
ENSG00000114115,RBP1,15,-2.3419,44,-0.8019,26,-1.5518,0,-7.4721,53,-0.5571,132,1.27359,100,0.60434
ENSG00000158258,CLSTN2,114,1.33324,23,-1.2085,120,1.43011,97,1.05780,92,1.10413,15,-2.0538,9,-2.8261
ENSG00000114120,SLC25A36,151,0.95396,98,0.24292,54,-0.6757,41,-1.1048,109,0.46877,71,-0.3207,77,-0.1478
ENSG00000177311,ZBTB38,122,0.55997,245,1.77484,55,-0.6716,60,-0.5466,84,-0.0396,70,-0.3641,56,-0.7715
ENSG00000114125,RNF7,62,-0.4614,52,-0.7415,74,-0.1949,57,-0.5784,133,0.84637,102,0.40004,62,-0.5488
ENSG00000069849,ATP1B3,76,-0.0965,37,-1.1684,33,-1.3656,31,-1.4368,131,0.89042,82,0.01745,95,0.31731
ENSG00000114126,TFDP2,121,1.72085,32,-0.4445,42,-0.0555,12,-1.8624,27,-0.7764,36,-0.3352,50,0.28219
ENSG00000114127,XRN1,50,0.52834,65,0.95722,70,1.08200,34,-0.0789,28,-0.4348,28,-0.4440,24,-0.7259
ENSG00000163714,U2SURP,507,1.31127,623,1.68348,295,0.40121,282,0.32891,165,-0.5495,105,-1.3564,133,-0.9767
ENSG00000175040,CHST2,17,-0.4917,12,-1.0698,7,-1.7781,13,-0.9044,48,1.30023,33,0.59296,15,-0.7959
ENSG00000152952,PLOD2,15,-0.9286,17,-0.7420,31,0.17622,58,1.19130,9,-1.7161,10,-1.6811,55,1.50570
ENSG00000114698,PLSCR4,22,-0.9415,52,0.36354,27,-0.6386,44,0.09278,14,-1.6933,24,-0.9874,84,1.61023
ENSG00000163754,GYG1,13,-1.7386,34,-0.3575,2,-4.4062,28,-0.6598,40,-0.1245,37,-0.2800,83,1.45875
ENSG00000071794,HLTF,41,-0.4551,80,0.61225,47,-0.2223,60,0.14741,73,0.51681,34,-0.8647,60,0.18507
ENSG00000114744,COMMD2,17,-0.9265,74,1.41960,18,-0.8447,32,0.00959,22,-0.5987,26,-0.3406,38,0.37402
ENSG00000082996,RNF13,43,-0.9884,309,2.30106,22,-1.9570,61,-0.4828,67,-0.3671,42,-1.2026,100,0.37682
ENSG00000070087,PFN2,163,-1.0983,121,-1.5457,293,-0.2101,196,-0.8234,551,0.91778,391,0.30526,323,-0.0669
ENSG00000196428,TSC22D2,105,1.09958,43,-0.3459,57,0.10306,57,0.09856,63,0.29516,35,-0.7748,50,-0.1384
ENSG00000120742,SERP1,135,-0.3847,134,-0.3920,91,-0.9832,106,-0.7485,163,-0.1036,204,0.33289,223,0.51201
ENSG00000144895,EIF2A,66,0.21993,40,-0.5495,56,-0.0536,82,0.55707,81,0.61549,60,0.07481,35,-0.8853
ENSG00000198843,SELENOT,138,-0.0658,139,-0.0625,74,-1.0271,46,-1.7173,191,0.50022,110,-0.4932,207,0.74499
ENSG00000144893,MED12L,58,1.35791,19,-0.4423,16,-0.6511,37,0.59358,31,0.34146,9,-1.7261,28,0.21705
ENSG00000152601,MBNL1,100,0.35528,88,0.14098,48,-0.7725,53,-0.6267,95,0.29236,101,0.46560,60,-0.5387
ENSG00000169860,P2RY1,10,-1.5556,50,0.91487,20,-0.5241,21,-0.4274,5,-2.6607,17,-0.9134,59,1.69979
ENSG00000243069,ARHGEF26-AS1,67,0.65895,10,-2.2644,11,-2.0941,75,0.83652,17,-1.5096,41,-0.1461,71,0.98962
ENSG00000114790,ARHGEF26,15,-1.8657,43,-0.3483,27,-1.0609,104,1.05047,15,-1.9862,36,-0.7287,108,1.54626
ENSG00000174953,DHX36,237,0.95400,190,0.58719,154,0.24852,131,-0.0065,163,0.38511,80,-0.8830,99,-0.5120
ENSG00000163655,GMPS,44,0.52609,27,-0.2111,28,-0.1941,44,0.52682,43,0.54335,21,-0.7400,29,-0.1587
ENSG00000169282,KCNAB1,27,-0.6732,19,-1.1931,14,-1.6950,7,-2.6972,77,1.09832,41,-0.0845,56,0.54820
ENSG00000114850,SSR3,53,-1.1814,107,-0.1255,93,-0.3414,127,0.14225,93,-0.3819,84,-0.5842,192,1.06856
ENSG00000163660,CCNL1,147,1.55735,119,1.17397,121,1.20526,17,-1.8468,19,-1.7406,48,-0.3285,36,-0.8668
ENSG00000174891,RSRC1,171,0.69826,226,1.16713,146,0.44230,177,0.75256,122,0.15980,70,-0.8215,52,-1.3191
ENSG00000178053,MLF1,12,-1.2007,27,-0.0164,3,-3.0634,14,-1.0100,47,1.00860,26,-0.0876,33,0.36136
ENSG00000168827,GFM1,14,-1.5508,38,-0.0127,47,0.31718,19,-1.1017,57,0.70359,31,-0.3908,46,0.33831
ENSG00000180044,C3orf80,9,-1.1809,2,-3.0332,4,-2.4060,18,-0.1860,70,2.67770,17,-0.2949,7,-1.8503
ENSG00000068885,IFT80,59,0.78336,121,2.05714,15,-1.2976,1,-4.3355,60,0.90908,17,-1.2933,23,-0.8362
ENSG00000113810,SMC4,14,-1.1948,24,-0.3359,70,1.37883,61,1.12759,22,-0.5315,28,-0.1401,22,-0.5647
